Il numero totale di giorni è 1092 e il numero di specialità è 1109, giorni spuri 0

Giorno 0, ospedale 1000300, specialità 9, ricoveri 0/11, letti occupati 0/34, coda attesa 0
Giorno 4, ospedale 1090501, specialità 19, ricoveri 0/1, letti occupati 1/8, coda attesa 0
Giorno 4, ospedale 1090501, specialità 70, ricoveri 0/1, letti occupati 1/11, coda attesa 0
Giorno 4, ospedale 1090501, specialità 9, ricoveri 5/11, letti occupati 11/35, coda attesa 0
Giorno 4, ospedale 1090501, specialità 28, ricoveri 0/0, letti occupati 1/10, coda attesa 0
Giorno 4, ospedale 1090501, specialità 26, ricoveri 10/15, letti occupati 36/126, coda attesa 0
Giorno 4, ospedale 1090501, specialità 62, ricoveri 1/2, letti occupati 2/4, coda attesa 0
Giorno 4, ospedale 1090501, specialità 18, ricoveri 4/23, letti occupati 16/155, coda attesa 0
Giorno 4, ospedale 1090501, specialità 33, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090501, specialità 30, ricoveri 2/6, letti occupati 10/36, coda attesa 0
Giorno 4, ospedale 1090501, specialità 13, ricoveri 0/2, letti occupati 0/12, coda attesa 0
Giorno 4, ospedale 1090501, specialità 10, ricoveri 0/4, letti occupati 1/14, coda attesa 0
Giorno 4, ospedale 1090501, specialità 39, ricoveri 2/6, letti occupati 4/16, coda attesa 0
Giorno 4, ospedale 1090501, specialità 8, ricoveri 3/11, letti occupati 15/39, coda attesa 0
Giorno 4, ospedale 1090501, specialità 7, ricoveri 0/2, letti occupati 1/12, coda attesa 0
Giorno 4, ospedale 1090501, specialità 73, ricoveri 0/1, letti occupati 1/4, coda attesa 0
Giorno 4, ospedale 1090501, specialità 40, ricoveri 3/6, letti occupati 7/33, coda attesa 0
Giorno 4, ospedale 1090501, specialità 37, ricoveri 11/19, letti occupati 23/54, coda attesa 0
Giorno 4, ospedale 1090501, specialità 52, ricoveri 0/5, letti occupati 3/13, coda attesa 0
Giorno 4, ospedale 1090501, specialità 75, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 4, ospedale 1090501, specialità 50, ricoveri 2/4, letti occupati 3/20, coda attesa 0
Giorno 4, ospedale 1090501, specialità 56, ricoveri 0/3, letti occupati 5/49, coda attesa 0
Giorno 4, ospedale 1090501, specialità 12, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 4, ospedale 1090501, specialità 49, ricoveri 2/3, letti occupati 4/20, coda attesa 0
Giorno 4, ospedale 1090501, specialità 11, ricoveri 4/6, letti occupati 4/9, coda attesa 0
Giorno 4, ospedale 1090501, specialità 43, ricoveri 4/7, letti occupati 7/28, coda attesa 0
Giorno 4, ospedale 1090501, specialità 32, ricoveri 1/9, letti occupati 4/37, coda attesa 0
Giorno 4, ospedale 1090501, specialità 68, ricoveri 3/4, letti occupati 10/19, coda attesa 0
Giorno 4, ospedale 1090501, specialità 14, ricoveri 0/7, letti occupati 12/33, coda attesa 0
Giorno 4, ospedale 1090501, specialità 38, ricoveri 0/10, letti occupati 6/23, coda attesa 0
Giorno 4, ospedale 1090501, specialità 29, ricoveri 3/6, letti occupati 13/32, coda attesa 0
Giorno 4, ospedale 1090502, specialità 26, ricoveri 1/4, letti occupati 8/26, coda attesa 0
Giorno 4, ospedale 1090502, specialità 9, ricoveri 9/12, letti occupati 10/23, coda attesa 0
Giorno 4, ospedale 1090502, specialità 34, ricoveri 0/6, letti occupati 0/6, coda attesa 0
Giorno 4, ospedale 1090502, specialità 56, ricoveri 0/2, letti occupati 0/14, coda attesa 0
Giorno 4, ospedale 1090600, specialità 60, ricoveri 1/2, letti occupati 5/12, coda attesa 0
Giorno 4, ospedale 1090600, specialità 8, ricoveri 4/8, letti occupati 11/24, coda attesa 0
Giorno 4, ospedale 1090600, specialità 37, ricoveri 12/21, letti occupati 27/58, coda attesa 0
Giorno 4, ospedale 1090600, specialità 2, ricoveri 6/9, letti occupati 14/106, coda attesa 0
Giorno 4, ospedale 1090600, specialità 97, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090600, specialità 40, ricoveri 1/5, letti occupati 4/24, coda attesa 0
Giorno 4, ospedale 1090600, specialità 14, ricoveri 0/7, letti occupati 7/23, coda attesa 0
Giorno 4, ospedale 1090600, specialità 70, ricoveri 0/1, letti occupati 1/3, coda attesa 0
Giorno 4, ospedale 1090600, specialità 35, ricoveri 6/9, letti occupati 6/18, coda attesa 0
Giorno 4, ospedale 1090600, specialità 73, ricoveri 1/3, letti occupati 3/10, coda attesa 0
Giorno 4, ospedale 1090600, specialità 49, ricoveri 1/2, letti occupati 2/17, coda attesa 0
Giorno 4, ospedale 1090600, specialità 43, ricoveri 1/5, letti occupati 5/31, coda attesa 0
Giorno 4, ospedale 1090600, specialità 38, ricoveri 8/8, letti occupati 10/23, coda attesa 0
Giorno 4, ospedale 1090600, specialità 7, ricoveri 0/2, letti occupati 4/18, coda attesa 0
Giorno 4, ospedale 1090600, specialità 52, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090600, specialità 9, ricoveri 9/16, letti occupati 15/39, coda attesa 0
Giorno 4, ospedale 1090600, specialità 12, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 4, ospedale 1090600, specialità 32, ricoveri 5/6, letti occupati 20/58, coda attesa 0
Giorno 4, ospedale 1090600, specialità 58, ricoveri 1/7, letti occupati 7/28, coda attesa 0
Giorno 4, ospedale 1090600, specialità 50, ricoveri 3/3, letti occupati 5/17, coda attesa 0
Giorno 4, ospedale 1090600, specialità 39, ricoveri 2/7, letti occupati 6/21, coda attesa 0
Giorno 4, ospedale 1090600, specialità 19, ricoveri 0/7, letti occupati 3/21, coda attesa 0
Giorno 4, ospedale 1090600, specialità 21, ricoveri 3/7, letti occupati 9/36, coda attesa 0
Giorno 4, ospedale 1090600, specialità 34, ricoveri 6/19, letti occupati 8/33, coda attesa 0
Giorno 4, ospedale 1090600, specialità 13, ricoveri 0/1, letti occupati 3/15, coda attesa 0
Giorno 4, ospedale 1090600, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090600, specialità 68, ricoveri 1/5, letti occupati 15/33, coda attesa 0
Giorno 4, ospedale 1090600, specialità 67, ricoveri 2/4, letti occupati 3/9, coda attesa 0
Giorno 4, ospedale 1090600, specialità 30, ricoveri 0/4, letti occupati 5/26, coda attesa 0
Giorno 4, ospedale 1090600, specialità 36, ricoveri 1/6, letti occupati 10/53, coda attesa 0
Giorno 4, ospedale 1090600, specialità 18, ricoveri 3/3, letti occupati 7/27, coda attesa 0
Giorno 4, ospedale 1090600, specialità 64, ricoveri 23/23, letti occupati 77/210, coda attesa 0
Giorno 4, ospedale 1090600, specialità 71, ricoveri 5/5, letti occupati 12/50, coda attesa 0
Giorno 4, ospedale 1090600, specialità 24, ricoveri 2/4, letti occupati 6/29, coda attesa 0
Giorno 4, ospedale 1090600, specialità 29, ricoveri 1/4, letti occupati 3/22, coda attesa 0
Giorno 4, ospedale 1090600, specialità 26, ricoveri 9/10, letti occupati 35/85, coda attesa 0
Giorno 4, ospedale 1090701, specialità 33, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090701, specialità 50, ricoveri 1/5, letti occupati 7/18, coda attesa 0
Giorno 4, ospedale 1090701, specialità 12, ricoveri 0/7, letti occupati 0/29, coda attesa 0
Giorno 4, ospedale 1090701, specialità 18, ricoveri 1/3, letti occupati 5/17, coda attesa 0
Giorno 4, ospedale 1090701, specialità 71, ricoveri 0/3, letti occupati 2/29, coda attesa 0
Giorno 4, ospedale 1090701, specialità 49, ricoveri 1/2, letti occupati 2/39, coda attesa 0
Giorno 4, ospedale 1090701, specialità 30, ricoveri 2/5, letti occupati 7/26, coda attesa 0
Giorno 4, ospedale 1090701, specialità 13, ricoveri 0/1, letti occupati 0/7, coda attesa 0
Giorno 4, ospedale 1090701, specialità 34, ricoveri 0/11, letti occupati 0/12, coda attesa 0
Giorno 4, ospedale 1090701, specialità 10, ricoveri 0/5, letti occupati 0/26, coda attesa 0
Giorno 4, ospedale 1090701, specialità 40, ricoveri 2/3, letti occupati 11/30, coda attesa 0
Giorno 4, ospedale 1090701, specialità 8, ricoveri 8/10, letti occupati 12/31, coda attesa 0
Giorno 4, ospedale 1090701, specialità 29, ricoveri 2/3, letti occupati 5/19, coda attesa 0
Giorno 4, ospedale 1090701, specialità 38, ricoveri 0/8, letti occupati 1/20, coda attesa 0
Giorno 4, ospedale 1090701, specialità 32, ricoveri 3/6, letti occupati 14/65, coda attesa 0
Giorno 4, ospedale 1090701, specialità 37, ricoveri 8/13, letti occupati 23/42, coda attesa 0
Giorno 4, ospedale 1090701, specialità 21, ricoveri 2/5, letti occupati 7/26, coda attesa 0
Giorno 4, ospedale 1090701, specialità 68, ricoveri 3/5, letti occupati 13/30, coda attesa 0
Giorno 4, ospedale 1090701, specialità 43, ricoveri 0/8, letti occupati 8/21, coda attesa 0
Giorno 4, ospedale 1090701, specialità 58, ricoveri 2/2, letti occupati 4/7, coda attesa 0
Giorno 4, ospedale 1090701, specialità 60, ricoveri 0/2, letti occupati 4/17, coda attesa 0
Giorno 4, ospedale 1090701, specialità 61, ricoveri 0/2, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090701, specialità 24, ricoveri 1/3, letti occupati 4/16, coda attesa 0
Giorno 4, ospedale 1090701, specialità 64, ricoveri 2/4, letti occupati 8/21, coda attesa 0
Giorno 4, ospedale 1090701, specialità 36, ricoveri 4/9, letti occupati 12/34, coda attesa 0
Giorno 4, ospedale 1090701, specialità 9, ricoveri 6/9, letti occupati 11/34, coda attesa 0
Giorno 4, ospedale 1090701, specialità 67, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 4, ospedale 1090701, specialità 2, ricoveri 25/25, letti occupati 94/236, coda attesa 0
Giorno 4, ospedale 1090701, specialità 7, ricoveri 0/2, letti occupati 2/11, coda attesa 0
Giorno 4, ospedale 1090701, specialità 26, ricoveri 6/15, letti occupati 33/102, coda attesa 0
Giorno 4, ospedale 1090701, specialità 19, ricoveri 1/3, letti occupati 2/17, coda attesa 0
Giorno 4, ospedale 1090701, specialità 14, ricoveri 0/6, letti occupati 2/18, coda attesa 0
Giorno 4, ospedale 1090702, specialità 31, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090702, specialità 33, ricoveri 0/2, letti occupati 0/15, coda attesa 0
Giorno 4, ospedale 1090702, specialità 39, ricoveri 3/12, letti occupati 17/92, coda attesa 0
Giorno 4, ospedale 1090702, specialità 73, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 4, ospedale 1090702, specialità 78, ricoveri 0/2, letti occupati 2/7, coda attesa 0
Giorno 4, ospedale 1090702, specialità 99, ricoveri 0/8, letti occupati 0/13, coda attesa 0
Giorno 4, ospedale 1090702, specialità 37, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090702, specialità 30, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090702, specialità 11, ricoveri 2/7, letti occupati 6/89, coda attesa 0
Giorno 4, ospedale 1090702, specialità 36, ricoveri 1/7, letti occupati 1/12, coda attesa 0
Giorno 4, ospedale 1090702, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090702, specialità 38, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 4, ospedale 1090702, specialità 26, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090702, specialità 49, ricoveri 0/2, letti occupati 0/22, coda attesa 0
Giorno 4, ospedale 1090800, specialità 31, ricoveri 5/10, letti occupati 14/19, coda attesa 0
Giorno 4, ospedale 1090800, specialità 34, ricoveri 0/1, letti occupati 0/12, coda attesa 0
Giorno 4, ospedale 1090800, specialità 39, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090800, specialità 29, ricoveri 1/2, letti occupati 1/8, coda attesa 0
Giorno 4, ospedale 1090800, specialità 56, ricoveri 0/1, letti occupati 1/36, coda attesa 0
Giorno 4, ospedale 1090800, specialità 18, ricoveri 4/4, letti occupati 19/53, coda attesa 0
Giorno 4, ospedale 1090800, specialità 61, ricoveri 0/5, letti occupati 0/5, coda attesa 0
Giorno 4, ospedale 1090800, specialità 64, ricoveri 31/31, letti occupati 131/305, coda attesa 0
Giorno 4, ospedale 1090800, specialità 8, ricoveri 0/7, letti occupati 3/30, coda attesa 0
Giorno 4, ospedale 1090800, specialità 35, ricoveri 0/5, letti occupati 0/9, coda attesa 0
Giorno 4, ospedale 1090800, specialità 19, ricoveri 1/4, letti occupati 3/28, coda attesa 0
Giorno 4, ospedale 1090800, specialità 49, ricoveri 1/3, letti occupati 1/9, coda attesa 0
Giorno 4, ospedale 1090800, specialità 50, ricoveri 3/3, letti occupati 3/10, coda attesa 0
Giorno 4, ospedale 1090800, specialità 14, ricoveri 2/5, letti occupati 6/24, coda attesa 0
Giorno 4, ospedale 1090800, specialità 60, ricoveri 2/3, letti occupati 4/24, coda attesa 0
Giorno 4, ospedale 1090800, specialità 62, ricoveri 1/2, letti occupati 1/3, coda attesa 0
Giorno 4, ospedale 1090800, specialità 68, ricoveri 0/2, letti occupati 0/9, coda attesa 0
Giorno 4, ospedale 1090800, specialità 12, ricoveri 0/6, letti occupati 0/13, coda attesa 0
Giorno 4, ospedale 1090800, specialità 7, ricoveri 1/2, letti occupati 1/17, coda attesa 0
Giorno 4, ospedale 1090800, specialità 43, ricoveri 0/9, letti occupati 0/13, coda attesa 0
Giorno 4, ospedale 1090800, specialità 32, ricoveri 1/3, letti occupati 4/11, coda attesa 0
Giorno 4, ospedale 1090800, specialità 75, ricoveri 0/0, letti occupati 0/7, coda attesa 0
Giorno 4, ospedale 1090800, specialità 40, ricoveri 0/3, letti occupati 1/14, coda attesa 0
Giorno 4, ospedale 1090800, specialità 58, ricoveri 3/8, letti occupati 12/106, coda attesa 0
Giorno 4, ospedale 1090800, specialità 71, ricoveri 0/2, letti occupati 11/41, coda attesa 0
Giorno 4, ospedale 1090800, specialità 26, ricoveri 10/18, letti occupati 55/169, coda attesa 0
Giorno 4, ospedale 1090800, specialità 38, ricoveri 0/5, letti occupati 1/15, coda attesa 0
Giorno 4, ospedale 1090800, specialità 73, ricoveri 0/2, letti occupati 0/2, coda attesa 0
Giorno 4, ospedale 1090800, specialità 37, ricoveri 7/15, letti occupati 22/41, coda attesa 0
Giorno 4, ospedale 1090800, specialità 36, ricoveri 1/9, letti occupati 4/25, coda attesa 0
Giorno 4, ospedale 1090800, specialità 9, ricoveri 3/5, letti occupati 10/44, coda attesa 0
Giorno 4, ospedale 1090901, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090901, specialità 43, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090901, specialità 13, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090904, specialità 28, ricoveri 0/0, letti occupati 0/7, coda attesa 0
Giorno 4, ospedale 1090907, specialità 62, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1090907, specialità 49, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 4, ospedale 1092000, specialità 32, ricoveri 1/2, letti occupati 6/17, coda attesa 0
Giorno 4, ospedale 1092000, specialità 39, ricoveri 0/2, letti occupati 0/9, coda attesa 0
Giorno 4, ospedale 1092000, specialità 56, ricoveri 12/23, letti occupati 54/292, coda attesa 0
Giorno 4, ospedale 1092000, specialità 26, ricoveri 7/7, letti occupati 28/49, coda attesa 0
Giorno 4, ospedale 1092100, specialità 56, ricoveri 25/25, letti occupati 102/304, coda attesa 0
Giorno 4, ospedale 1092100, specialità 75, ricoveri 1/1, letti occupati 5/13, coda attesa 5


Giorno 5, ospedale 1000300, specialità 9, ricoveri 1/6, letti occupati 9/34, coda attesa 0
Giorno 5, ospedale 1000300, specialità 34, ricoveri 0/1, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1000300, specialità 62, ricoveri 1/1, letti occupati 1/1, coda attesa 0
Giorno 5, ospedale 1000300, specialità 21, ricoveri 0/2, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1000300, specialità 32, ricoveri 4/4, letti occupati 10/30, coda attesa 0
Giorno 5, ospedale 1000300, specialità 73, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1000300, specialità 43, ricoveri 1/2, letti occupati 1/18, coda attesa 0
Giorno 5, ospedale 1000300, specialità 67, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1000300, specialità 12, ricoveri 0/2, letti occupati 3/12, coda attesa 0
Giorno 5, ospedale 1000300, specialità 38, ricoveri 0/2, letti occupati 5/17, coda attesa 0
Giorno 5, ospedale 1000300, specialità 26, ricoveri 9/17, letti occupati 37/101, coda attesa 0
Giorno 5, ospedale 1000300, specialità 18, ricoveri 0/0, letti occupati 1/6, coda attesa 0
Giorno 5, ospedale 1000300, specialità 37, ricoveri 5/9, letti occupati 16/44, coda attesa 0
Giorno 5, ospedale 1000300, specialità 2, ricoveri 0/0, letti occupati 1/12, coda attesa 0
Giorno 5, ospedale 1000300, specialità 49, ricoveri 0/2, letti occupati 1/12, coda attesa 0
Giorno 5, ospedale 1000300, specialità 40, ricoveri 0/2, letti occupati 8/16, coda attesa 0
Giorno 5, ospedale 1000300, specialità 56, ricoveri 0/0, letti occupati 2/12, coda attesa 0
Giorno 5, ospedale 1000300, specialità 64, ricoveri 0/0, letti occupati 10/33, coda attesa 0
Giorno 5, ospedale 1000300, specialità 35, ricoveri 0/0, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1000300, specialità 50, ricoveri 1/5, letti occupati 3/17, coda attesa 0
Giorno 5, ospedale 1000300, specialità 36, ricoveri 2/3, letti occupati 7/22, coda attesa 0
Giorno 5, ospedale 1000300, specialità 8, ricoveri 0/2, letti occupati 2/20, coda attesa 0
Giorno 5, ospedale 1000300, specialità 58, ricoveri 0/0, letti occupati 3/6, coda attesa 0
Giorno 5, ospedale 1000300, specialità 39, ricoveri 4/4, letti occupati 8/12, coda attesa 0
Giorno 5, ospedale 1000401, specialità 32, ricoveri 0/1, letti occupati 1/5, coda attesa 0
Giorno 5, ospedale 1000401, specialità 39, ricoveri 1/4, letti occupati 8/11, coda attesa 0
Giorno 5, ospedale 1000401, specialità 50, ricoveri 0/2, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1000401, specialità 56, ricoveri 0/0, letti occupati 4/13, coda attesa 0
Giorno 5, ospedale 1000401, specialità 37, ricoveri 1/4, letti occupati 4/24, coda attesa 0
Giorno 5, ospedale 1000401, specialità 99, ricoveri 0/1, letti occupati 0/15, coda attesa 0
Giorno 5, ospedale 1000401, specialità 19, ricoveri 0/0, letti occupati 3/22, coda attesa 0
Giorno 5, ospedale 1000401, specialità 36, ricoveri 0/3, letti occupati 0/19, coda attesa 0
Giorno 5, ospedale 1000401, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000401, specialità 26, ricoveri 4/8, letti occupati 46/136, coda attesa 0
Giorno 5, ospedale 1000401, specialità 31, ricoveri 2/5, letti occupati 3/20, coda attesa 0
Giorno 5, ospedale 1000401, specialità 29, ricoveri 0/2, letti occupati 2/9, coda attesa 0
Giorno 5, ospedale 1000401, specialità 9, ricoveri 0/4, letti occupati 0/19, coda attesa 0
Giorno 5, ospedale 1000401, specialità 49, ricoveri 0/2, letti occupati 1/7, coda attesa 0
Giorno 5, ospedale 1000402, specialità 62, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1000402, specialità 50, ricoveri 1/3, letti occupati 4/12, coda attesa 0
Giorno 5, ospedale 1000402, specialità 36, ricoveri 0/2, letti occupati 1/17, coda attesa 0
Giorno 5, ospedale 1000402, specialità 38, ricoveri 0/0, letti occupati 0/6, coda attesa 0
Giorno 5, ospedale 1000402, specialità 73, ricoveri 0/0, letti occupati 0/6, coda attesa 0
Giorno 5, ospedale 1000402, specialità 40, ricoveri 1/3, letti occupati 7/13, coda attesa 0
Giorno 5, ospedale 1000402, specialità 37, ricoveri 5/8, letti occupati 18/35, coda attesa 0
Giorno 5, ospedale 1000402, specialità 39, ricoveri 2/5, letti occupati 7/12, coda attesa 0
Giorno 5, ospedale 1000402, specialità 49, ricoveri 1/1, letti occupati 1/5, coda attesa 0
Giorno 5, ospedale 1000402, specialità 99, ricoveri 0/0, letti occupati 0/15, coda attesa 0
Giorno 5, ospedale 1000402, specialità 9, ricoveri 1/5, letti occupati 11/28, coda attesa 0
Giorno 5, ospedale 1000402, specialità 31, ricoveri 3/7, letti occupati 14/23, coda attesa 0
Giorno 5, ospedale 1000402, specialità 8, ricoveri 1/3, letti occupati 3/11, coda attesa 0
Giorno 5, ospedale 1000402, specialità 26, ricoveri 7/8, letti occupati 43/121, coda attesa 0
Giorno 5, ospedale 1000403, specialità 39, ricoveri 1/4, letti occupati 1/6, coda attesa 0
Giorno 5, ospedale 1000403, specialità 49, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000403, specialità 29, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000403, specialità 9, ricoveri 0/4, letti occupati 3/17, coda attesa 0
Giorno 5, ospedale 1000403, specialità 43, ricoveri 0/0, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1000403, specialità 31, ricoveri 2/4, letti occupati 6/14, coda attesa 0
Giorno 5, ospedale 1000403, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000403, specialità 26, ricoveri 4/5, letti occupati 24/43, coda attesa 0
Giorno 5, ospedale 1000403, specialità 99, ricoveri 0/0, letti occupati 0/13, coda attesa 0
Giorno 5, ospedale 1000403, specialità 40, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000403, specialità 50, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000403, specialità 56, ricoveri 0/0, letti occupati 6/23, coda attesa 1
Giorno 5, ospedale 1000403, specialità 60, ricoveri 0/1, letti occupati 6/25, coda attesa 0
Giorno 5, ospedale 1000403, specialità 2, ricoveri 0/0, letti occupati 52/115, coda attesa 0
Giorno 5, ospedale 1000403, specialità 37, ricoveri 1/4, letti occupati 6/19, coda attesa 0
Giorno 5, ospedale 1000404, specialità 99, ricoveri 0/0, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1000501, specialità 9, ricoveri 0/4, letti occupati 5/22, coda attesa 0
Giorno 5, ospedale 1000501, specialità 26, ricoveri 2/4, letti occupati 22/106, coda attesa 0
Giorno 5, ospedale 1000501, specialità 50, ricoveri 1/2, letti occupati 2/9, coda attesa 0
Giorno 5, ospedale 1000501, specialità 36, ricoveri 1/4, letti occupati 7/20, coda attesa 0
Giorno 5, ospedale 1000501, specialità 24, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000501, specialità 49, ricoveri 0/2, letti occupati 0/6, coda attesa 0
Giorno 5, ospedale 1000501, specialità 64, ricoveri 0/0, letti occupati 11/45, coda attesa 0
Giorno 5, ospedale 1000501, specialità 34, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1000501, specialità 56, ricoveri 0/1, letti occupati 1/4, coda attesa 0
Giorno 5, ospedale 1000501, specialità 14, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1000501, specialità 43, ricoveri 1/2, letti occupati 5/16, coda attesa 0
Giorno 5, ospedale 1000501, specialità 8, ricoveri 1/2, letti occupati 3/9, coda attesa 0
Giorno 5, ospedale 1000501, specialità 67, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000501, specialità 38, ricoveri 0/2, letti occupati 0/9, coda attesa 0
Giorno 5, ospedale 1000501, specialità 32, ricoveri 1/3, letti occupati 9/21, coda attesa 0
Giorno 5, ospedale 1000501, specialità 99, ricoveri 0/1, letti occupati 0/21, coda attesa 0
Giorno 5, ospedale 1000501, specialità 37, ricoveri 0/3, letti occupati 0/13, coda attesa 0
Giorno 5, ospedale 1000501, specialità 29, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000502, specialità 36, ricoveri 1/2, letti occupati 6/12, coda attesa 0
Giorno 5, ospedale 1000502, specialità 26, ricoveri 1/3, letti occupati 24/140, coda attesa 0
Giorno 5, ospedale 1000502, specialità 29, ricoveri 1/3, letti occupati 5/19, coda attesa 0
Giorno 5, ospedale 1000502, specialità 40, ricoveri 1/2, letti occupati 8/13, coda attesa 0
Giorno 5, ospedale 1000502, specialità 64, ricoveri 0/3, letti occupati 34/143, coda attesa 0
Giorno 5, ospedale 1000502, specialità 62, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1000502, specialità 8, ricoveri 0/1, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1000502, specialità 49, ricoveri 1/1, letti occupati 1/7, coda attesa 0
Giorno 5, ospedale 1000502, specialità 38, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000502, specialità 32, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1000502, specialità 37, ricoveri 2/5, letti occupati 7/24, coda attesa 0
Giorno 5, ospedale 1000502, specialità 99, ricoveri 0/0, letti occupati 0/18, coda attesa 0
Giorno 5, ospedale 1000502, specialità 9, ricoveri 0/3, letti occupati 3/23, coda attesa 0
Giorno 5, ospedale 1000502, specialità 24, ricoveri 0/2, letti occupati 4/12, coda attesa 0
Giorno 5, ospedale 1000502, specialità 50, ricoveri 0/2, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1000502, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000502, specialità 39, ricoveri 1/3, letti occupati 5/12, coda attesa 0
Giorno 5, ospedale 1000502, specialità 43, ricoveri 0/0, letti occupati 0/9, coda attesa 0
Giorno 5, ospedale 1000503, specialità 35, ricoveri 0/10, letti occupati 0/12, coda attesa 0
Giorno 5, ospedale 1000503, specialità 26, ricoveri 3/3, letti occupati 10/108, coda attesa 1
Giorno 5, ospedale 1000503, specialità 9, ricoveri 0/8, letti occupati 0/15, coda attesa 0
Giorno 5, ospedale 1000503, specialità 36, ricoveri 0/1, letti occupati 1/46, coda attesa 0
Giorno 5, ospedale 1000503, specialità 56, ricoveri 0/4, letti occupati 1/32, coda attesa 0
Giorno 5, ospedale 1000503, specialità 34, ricoveri 0/0, letti occupati 0/15, coda attesa 0
Giorno 5, ospedale 1000601, specialità 26, ricoveri 3/7, letti occupati 13/30, coda attesa 0
Giorno 5, ospedale 1000601, specialità 32, ricoveri 0/2, letti occupati 3/7, coda attesa 0
Giorno 5, ospedale 1000601, specialità 67, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000601, specialità 49, ricoveri 0/1, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1000601, specialità 9, ricoveri 2/3, letti occupati 11/39, coda attesa 0
Giorno 5, ospedale 1000601, specialità 2, ricoveri 0/0, letti occupati 0/7, coda attesa 0
Giorno 5, ospedale 1000601, specialità 39, ricoveri 0/2, letti occupati 5/9, coda attesa 0
Giorno 5, ospedale 1000601, specialità 50, ricoveri 1/4, letti occupati 4/17, coda attesa 0
Giorno 5, ospedale 1000601, specialità 8, ricoveri 0/2, letti occupati 0/9, coda attesa 0
